id,fixture,n,strategy,seed,location,status,supply_peak_kw,delivered_energy_kwh,unmet_energy_kwh,min_voltage_pu,grid_violation_steps
0ec8d522bd6e9014b2ad,2025-06-1-as_supplied-normal,40000,immediate,61003,home,unknown,155216.79693145712,560000.0,0,0.7956894081104573,25
0ed3f6885f1a80422529,2025-12-1.2-regulated-normal,30000,capacity_aware,61003,home,failed,232320.71801568984,325155.22044505866,94844.77955494134,0.9554014453457527,0
0f1f19ba5cd86e123ca6,2025-12-1.2-regulated-normal,10000,capacity_aware,61002,home,passed,232305.90107706928,140000.0,0,0.9581473570719062,0
1005056211f02f24fc63,2025-12-1-as_supplied-normal,0,capacity_aware,61002,home,failed,231949.31066031588,0,0,0.9366128671186653,19
108b5b6bbf19ea00984c,2025-10-1-as_supplied-normal,0,immediate,61001,home,passed,181384.46066211583,0,0,0.9586467674673714,0
1098aec6cbc185f2e42e,2025-06-1-as_supplied-normal,60000,capacity_aware,61003,home,failed,194887.0093500311,762326.037470947,77673.96252905348,0.9500482424944622,0
10a3bfbf73ba94fc3286,2025-06-1-as_supplied-normal,1000,capacity_aware,61001,home,passed,149241.61301961448,14000.0,0,0.9710969219819405,0
111bedbb6912ec34bf88,2025-06-1-as_supplied-normal,10000,immediate,61003,work,passed,172865.16857335,140000.0,0,0.9677149323653187,0
11eac23f4686861c8449,2025-06-1-as_supplied-normal,48000,capacity_aware,61002,home,passed,195196.92151262166,672000.0,0,0.9500187379441759,0
120965ee309df32d4bc0,2025-06-1-as_supplied-normal,10000,capacity_aware,61001,home,passed,165332.07248952173,140000.0,0,0.9644621831254518,0
1337900fa92f4b3d8ba6,2025-06-1-as_supplied-normal,0,capacity_aware,61003,public,passed,145406.79138918503,0,0,0.9722657747997784,0
144597189720fb6ba08d,2025-06-1-as_supplied-normal,5000,capacity_aware,61001,work,passed,145406.791389219,70000.0,0,0.9722657747998497,0
1476ef082457daa5f679,2025-06-1-as_supplied-normal,10000,capacity_aware,61001,public,failed,150446.83959015692,68699.79000000004,71300.21,0.9708122538680046,0
14810400c3e91c4c90bb,2025-06-1-regulated-normal,0,immediate,61001,home,passed,145406.79145787747,0,0,0.9934939209689178,0
14cce797652e6cb1a6bd,2025-06-1-as_supplied-normal,40000,capacity_aware,61003,work,failed,178679.40656272383,452454.5279749349,107545.47202506503,0.9503742108954045,0
14f73bc0b3fc20f97a55,2025-06-1-as_supplied-normal,10000,capacity_aware,61001,home,passed,182884.8437199421,140000.0,0,0.9586830619066237,0
14fc473545bebf08e888,2025-12-1.2-regulated-normal,1000,immediate,61003,home,passed,223981.3932536796,14000.0,0,0.9617536666508811,0
159136298f32d2c755c4,2024-07-1-as_supplied-normal,0,immediate,61001,home,passed,142670.71830262223,0,0,0.9733168679185565,0
15dd9ab4b26d9a71cbef,2025-12-1.2-regulated-normal,5000,immediate,61001,home,failed,239345.30896046516,70000.0,0,0.9553450039167768,14
162f0b0726adafd86962,2025-12-1.2-regulated-normal,10000,capacity_aware,61003,home,passed,232304.4205376306,140000.0,0,0.9564410401875386,0
16c7714870963798337c,2025-12-1.2-regulated-normal,30000,capacity_aware,61002,home,failed,232377.64809855347,325155.22044505866,94844.77955494134,0.9562604389185078,0
17d822967538505fe8a0,2025-06-1-as_supplied-normal,7500,capacity_aware,61001,home,failed,147710.33377552763,79506.93245374238,25493.0675462576,0.9500515827555849,0
181592be8a1ae914b1c6,2025-06-1-as_supplied-flat,10000,capacity_aware,61001,home,passed,144516.12324661217,140000.0,0,0.9739041698389783,0
19a41177fd34497bb1f3,2025-06-1-as_supplied-normal,10000,capacity_aware,61001,home,passed,194855.9929340338,280000.0,0,0.954679669913564,0
19edb9e393c561b4f703,2025-06-1-as_supplied-normal,3000,immediate,61002,home,failed,156698.6448314031,42000.0,0,0.9113624158215241,16
1a45d0dd5d096cd6780b,2025-06-1-as_supplied-normal,5000,capacity_aware,61001,home,passed,164523.89832637165,70000.0,0,0.9652948786011702,0
1bc037a541365f2cccd6,2025-12-1.2-regulated-normal,30000,capacity_aware,61001,home,failed,232240.37324460797,325155.22044505854,94844.77955494134,0.9577589940212055,0
1bf00b056b1976aae0ef,2025-12-1.2-voltage_only-normal,10000,capacity_aware,61001,home,failed,278339.1694913197,140000.0,0,0.9378968529720619,19
1cf859b52eefc5c94ba4,2025-06-1-as_supplied-normal,1500,immediate,61003,home,failed,151342.49922317668,21000.0,0,0.9441896272540103,9
